2019-11-13 11:57:38.4581 | Development | FATAL |  |  |  |  | Application startup exception
2019-11-13 12:03:21.3819 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A'
2019-11-13 12:03:21.3819 | Development | INFO | ::1 | 0 | GET |  | Request finished in 28.6525ms 200 application/javascript
2019-11-13 12:03:21.5145 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:03:21.9308 | Development | INFO | ::1 | 0 | GET |  | Request finished in 416.3587ms 200 application/json; charset=utf-8
2019-11-13 12:03:30.7867 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/2 POST https://localhost:5001/api/Authentication/test_Request application/json 41
2019-11-13 12:03:30.7931 | Development | INFO | ::1 | 0 | POST | RequestToken | CORS policy execution successful.
2019-11-13 12:03:30.7931 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:03:30.8196 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:03:30.8516 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:03:30.8680 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY1MjEwLCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.FQyChA6ClA_Bjn7eem_LBEkwQUoyJYD1SendsRpPrc4
2019-11-13 12:03:30.8680 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:03:30.8680 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 47.9629ms
2019-11-13 12:03:30.8680 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:03:30.8680 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 92.6994ms 200 text/plain; charset=utf-8
2019-11-13 12:20:18.6080 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:20:22.7198 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:20:22.8305 | Development | INFO | ::1 | 0 | GET |  | Request finished in 111.2605ms 200 text/html; charset=utf-8
2019-11-13 12:20:22.8436 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:20:22.8436 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui-bundle.js  
2019-11-13 12:20:22.8436 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui-standalone-preset.js  
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A'
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A'
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Request finished in 22.1541ms 200 text/css
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Request finished in 22.133ms 200 application/javascript
2019-11-13 12:20:22.8626 | Development | INFO | ::1 | 0 | GET |  | Request finished in 22.1803ms 200 application/javascript
2019-11-13 12:20:22.9910 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:20:23.3528 | Development | INFO | ::1 | 0 | GET |  | Request finished in 361.9273ms 200 application/json; charset=utf-8
2019-11-13 12:20:24.2990 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:20:24.2990 | Development | INFO | ::1 | 0 | GET |  | Request finished in 3.0656ms 200 text/html; charset=utf-8
2019-11-13 12:20:24.3687 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:20:24.3687 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.7067ms 200 application/json; charset=utf-8
2019-11-13 12:20:24.3687 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:20:24.3687 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:20:24.3687 | Development | INFO | ::1 | 0 | GET |  | Request finished in 3.1004ms 200 image/png
2019-11-13 12:20:27.0098 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:20:27.0098 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.2109ms 200 text/html; charset=utf-8
2019-11-13 12:20:27.0596 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:20:27.0596 | Development | INFO | ::1 | 0 | GET |  | Request finished in 1.269ms 200 application/json; charset=utf-8
2019-11-13 12:20:27.0596 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:20:27.0596 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:20:27.0596 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.8057ms 200 image/png
2019-11-13 12:21:20.3673 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:26:29.6377 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:26:31.1414 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:26:31.2576 | Development | INFO | ::1 | 0 | GET |  | Request finished in 116.3987ms 200 text/html; charset=utf-8
2019-11-13 12:26:31.4079 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:26:31.4079 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:26:31.4181 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:26:31.4181 | Development | INFO | ::1 | 0 | GET |  | Request finished in 9.595ms 200 image/png
2019-11-13 12:26:31.7789 | Development | INFO | ::1 | 0 | GET |  | Request finished in 371.1114ms 200 application/json; charset=utf-8
2019-11-13 12:26:36.9463 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/2 POST https://localhost:5001/api/Authentication/test_Request application/json 41
2019-11-13 12:26:36.9463 | Development | INFO | ::1 | 0 | POST | RequestToken | CORS policy execution successful.
2019-11-13 12:26:36.9463 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:26:36.9761 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:26:37.0007 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:26:37.0170 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY2NTk3LCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.EBXQJNbUsi8pnuqC6Z3ODWD0DSqod9HDyTt9QM0aFNw
2019-11-13 12:26:37.0170 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:26:37.0262 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 41.0941ms
2019-11-13 12:26:37.0262 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:26:37.0262 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 81.1076ms 200 text/plain; charset=utf-8
2019-11-13 12:27:13.9999 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/api/Authentication/test_Token  
2019-11-13 12:27:14.0092 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Authorization failed.
2019-11-13 12:27:14.0092 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | AuthenticationScheme: Bearer was challenged.
2019-11-13 12:27:14.0092 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Request finished in 14.1609ms 401 
2019-11-13 12:28:52.8824 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:30:53.5230 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:30:56.1884 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:30:56.2997 | Development | INFO | ::1 | 0 | GET |  | Request finished in 111.7762ms 200 text/html; charset=utf-8
2019-11-13 12:30:56.3103 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:30:56.3251 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:30:56.3251 | Development | INFO | ::1 | 0 | GET |  | Request finished in 17.3214ms 200 text/css
2019-11-13 12:30:56.4887 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:30:56.4919 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:30:56.4919 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:30:56.4919 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.4666ms 200 image/png
2019-11-13 12:30:56.8615 | Development | INFO | ::1 | 0 | GET |  | Request finished in 373.0783ms 200 application/json; charset=utf-8
2019-11-13 12:32:13.2256 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:32:16.4495 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:32:16.5596 | Development | INFO | ::1 | 0 | GET |  | Request finished in 110.6223ms 200 text/html; charset=utf-8
2019-11-13 12:32:16.5758 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:32:16.5758 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui-bundle.js  
2019-11-13 12:32:16.5758 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui-standalone-preset.js  
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A'
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A'
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Request finished in 18.5831ms 200 application/javascript
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Request finished in 18.9761ms 200 application/javascript
2019-11-13 12:32:16.5928 | Development | INFO | ::1 | 0 | GET |  | Request finished in 22.2379ms 200 text/css
2019-11-13 12:32:16.7264 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:32:16.7469 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:32:16.7469 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:32:16.7469 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.0393ms 200 image/png
2019-11-13 12:32:17.1029 | Development | INFO | ::1 | 0 | GET |  | Request finished in 376.4962ms 200 application/json; charset=utf-8
2019-11-13 12:35:03.8722 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:35:03.8722 | Development | INFO | ::1 | 0 | GET |  | Request finished in 2.5874ms 200 application/json; charset=utf-8
2019-11-13 12:35:03.9066 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/favicon.ico  
2019-11-13 12:35:03.9066 | Development | INFO | ::1 | 0 | GET |  | Request finished in 1.4079ms 404 
2019-11-13 12:35:35.3534 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:36:03.7549 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:36:03.8642 | Development | INFO | ::1 | 0 | GET |  | Request finished in 110.0646ms 200 text/html; charset=utf-8
2019-11-13 12:36:03.8746 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:36:03.8887 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:36:03.8887 | Development | INFO | ::1 | 0 | GET |  | Request finished in 16.7946ms 200 text/css
2019-11-13 12:36:03.9566 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:36:03.9566 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:36:03.9604 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:36:03.9604 | Development | INFO | ::1 | 0 | GET |  | Request finished in 1.4934ms 200 image/png
2019-11-13 12:36:04.3205 | Development | INFO | ::1 | 0 | GET |  | Request finished in 363.8638ms 200 application/json; charset=utf-8
2019-11-13 12:37:04.7430 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:37:43.3033 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:37:59.4477 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:38:31.7033 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:38:42.6900 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:38:43.4109 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/  
2019-11-13 12:38:43.5278 | Development | INFO | ::1 | 0 | GET |  | Request finished in 116.9805ms 404 
2019-11-13 12:38:46.3283 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:38:46.3954 | Development | INFO | ::1 | 0 | GET |  | Request finished in 66.8581ms 200 text/html
2019-11-13 12:38:46.4075 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:38:46.4244 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:38:46.4244 | Development | INFO | ::1 | 0 | GET |  | Request finished in 19.5372ms 200 text/css
2019-11-13 12:38:46.4820 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:38:46.4966 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:38:46.4966 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:38:46.4966 | Development | INFO | ::1 | 0 | GET |  | Request finished in 5.4061ms 200 image/png
2019-11-13 12:38:46.5771 | Development | INFO | ::1 | 0 | GET |  | Request finished in 96.6155ms 200 application/json;charset=utf-8
2019-11-13 12:38:51.8327 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json-patch+json 50
2019-11-13 12:38:51.8376 | Development | INFO | ::1 | 0 | POST |  | CORS policy execution successful.
2019-11-13 12:38:51.8376 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:38:51.8710 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:38:51.9018 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing action method API_Base.Controllers.AuthenticationController.RequestToken (API_Base) - Validation state: Valid
2019-11-13 12:38:51.9018 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:38:51.9257 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY3MzMxLCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.s13iI-EITMQ0HKSEs2-y4i8QHXsb6UT07mCVIhGavvg
2019-11-13 12:38:51.9302 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action method API_Base.Controllers.AuthenticationController.RequestToken (API_Base), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 23.7369ms.
2019-11-13 12:38:51.9302 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:38:51.9497 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 74.1442ms
2019-11-13 12:38:51.9497 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:38:51.9497 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 121.796ms 200 application/json; charset=utf-8
2019-11-13 12:40:15.8808 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:40:15.8902 | Development | INFO | ::1 | 0 | GET |  | Request finished in 9.435ms 200 text/html
2019-11-13 12:40:15.9043 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:40:15.9152 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:40:15.9152 | Development | INFO | ::1 | 0 | GET |  | Request finished in 20.926ms 200 text/css
2019-11-13 12:40:15.9696 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:40:15.9696 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:40:15.9696 | Development | INFO | ::1 | 0 | GET |  | Request finished in 5.5635ms 200 application/json;charset=utf-8
2019-11-13 12:40:15.9766 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:40:15.9766 | Development | INFO | ::1 | 0 | GET |  | Request finished in 6.542ms 200 image/png
2019-11-13 12:40:26.4234 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:40:27.0278 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/  
2019-11-13 12:40:27.1310 | Development | INFO | ::1 | 0 | GET |  | Request finished in 103.7095ms 404 
2019-11-13 12:40:29.8786 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:40:29.9344 | Development | INFO | ::1 | 0 | GET |  | Request finished in 55.9986ms 200 text/html
2019-11-13 12:40:29.9457 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:40:29.9612 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:40:29.9612 | Development | INFO | ::1 | 0 | GET |  | Request finished in 17.9321ms 200 text/css
2019-11-13 12:40:30.0120 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:40:30.0243 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:40:30.0243 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:40:30.0243 | Development | INFO | ::1 | 0 | GET |  | Request finished in 7.309ms 200 image/png
2019-11-13 12:40:30.1048 | Development | INFO | ::1 | 0 | GET |  | Request finished in 91.9317ms 200 application/json;charset=utf-8
2019-11-13 12:41:40.7866 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:41:41.3751 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/  
2019-11-13 12:41:41.4778 | Development | INFO | ::1 | 0 | GET |  | Request finished in 103.15ms 404 
